season,team,first_name,last_name,position_code,position_type,sweater_number,height,weight,birth_date,birth_city,birth_country,birth_state_province,games_played,goals,assists,points,plusminus,penalty_minutes,age,birth_month
2007,TOR,Ian,White,D,defensemen,7,70,191,1984-06-04,Steinbach,CAN,Manitoba,76,3,23,26,8,40,23,6
2007,TOR,Andy,Wozniewski,D,defensemen,56,77,225,1980-05-25,Buffalo Grove,USA,Illinois,15,0,2,2,-1,14,27,5
2008,TOR,Nik,Antropov,R,forwards,80,78,245,1980-02-18,Ust-Kamenogorsk,KAZ,NA,72,26,30,56,10,92,28,2
2008,TOR,Jason,Blake,L,forwards,55,70,190,1973-09-02,Moorhead,USA,Minnesota,82,15,37,52,-4,28,35,9
2008,TOR,Boyd,Devereaux,C,forwards,22,74,195,1978-04-16,Seaforth,CAN,Ontario,62,7,11,18,-6,24,30,4
2008,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,24,3,6,9,-4,8,24,1
2008,TOR,Niklas,Hagman,L,forwards,9,70,205,1979-12-05,Espoo,FIN,NA,82,27,14,41,4,51,29,12
2008,TOR,Jeff,Hamilton,C,forwards,51,70,185,1977-09-04,Dayton,USA,Ohio,58,9,15,24,-8,10,31,9
2008,TOR,Ryan,Hollweg,L,forwards,44,70,212,1983-04-23,Downey,USA,California,70,2,2,4,-12,96,25,4
2008,TOR,Brad,May,L,forwards,10,73,213,1971-11-29,Toronto,CAN,Ontario,61,3,1,4,2,53,37,11
2008,TOR,Jamal,Mayers,R,forwards,21,73,222,1974-10-24,Toronto,CAN,Ontario,80,12,15,27,-19,91,34,10
2008,TOR,Dominic,Moore,C,forwards,20,72,192,1980-08-03,Thornhill,CAN,Ontario,68,5,12,17,-4,24,28,8
2008,TOR,Kris,Newbury,C,forwards,54,71,205,1982-02-19,Brampton,CAN,Ontario,28,1,1,2,-7,32,26,2
2008,TOR,Ben,Ondrus,R,forwards,26,71,208,1982-06-25,Sherwood Park,CAN,Alberta,3,0,0,0,-1,5,26,6
2008,TOR,Alexei,Ponikarovsky,L,forwards,23,76,225,1980-04-09,Kiev,UKR,NA,66,18,17,35,3,36,28,4
2008,TOR,Matt,Stajan,C,forwards,14,73,195,1983-12-19,Mississauga,CAN,Ontario,82,16,17,33,-11,47,25,12
2008,TOR,Lee,Stempniak,R,forwards,12,71,195,1983-02-04,West Seneca,USA,New York,80,13,25,38,0,40,25,2
2008,TOR,Jiri,Tlusty,L,forwards,11,72,205,1988-03-16,Slany,CZE,NA,58,10,6,16,-12,14,20,3
2008,TOR,Jeremy,Williams,C,forwards,18,72,191,1984-01-26,Regina,CAN,Saskatchewan,18,2,0,2,-3,4,24,1
2008,TOR,Carlo,Colaiacovo,D,defensemen,8,73,202,1983-01-27,Toronto,CAN,Ontario,28,2,4,6,-4,10,25,1
2008,TOR,Jeff,Finger,D,defensemen,4,73,209,1979-12-18,Houghton,USA,Michigan,72,8,11,19,12,40,29,12
2008,TOR,Tomas,Kaberle,D,defensemen,15,73,212,1978-03-02,Rakovnik,CZE,NA,82,8,45,53,-8,22,30,3
2008,TOR,Pavel,Kubina,D,defensemen,77,76,258,1977-04-15,Celadna,CZE,NA,72,11,29,40,5,116,31,4
2008,TOR,Anton,Stralman,D,defensemen,36,71,193,1986-08-01,Tibro,SWE,NA,50,3,6,9,-10,18,22,8
2008,TOR,Ian,White,D,defensemen,7,70,191,1984-06-04,Steinbach,CAN,Manitoba,81,5,16,21,-9,44,24,6
2009,TOR,Jason,Blake,L,forwards,55,70,190,1973-09-02,Moorhead,USA,Minnesota,78,25,38,63,-2,40,36,9
2009,TOR,Jason,Blake,L,forwards,55,70,190,1973-09-02,Moorhead,USA,Minnesota,82,40,29,69,1,34,36,9
2009,TOR,Tim,Brent,C,forwards,37,72,188,1984-03-10,Cambridge,CAN,Ontario,2,0,0,0,0,2,25,3
2009,TOR,Tim,Brent,C,forwards,37,72,188,1984-03-10,Cambridge,CAN,Ontario,15,1,0,1,-5,6,25,3
2009,TOR,Luca,Caputi,L,forwards,33,75,200,1988-10-01,Toronto,CAN,Ontario,5,1,0,1,-1,4,21,10
2009,TOR,Andre,Deveaux,C,forwards,56,75,239,1984-02-23,Freeport,BHS,NA,21,0,1,1,-3,75,25,2
2009,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,78,20,28,48,-8,92,25,1
2009,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,3,0,0,0,-2,0,25,1
2009,TOR,Niklas,Hagman,L,forwards,9,70,205,1979-12-05,Espoo,FIN,NA,65,22,20,42,-5,4,30,12
2009,TOR,Niklas,Hagman,L,forwards,9,70,205,1979-12-05,Espoo,FIN,NA,82,17,12,29,3,34,30,12
2009,TOR,Christian,Hanson,C,forwards,20,76,228,1986-03-10,Glens Falls,USA,New York,5,1,1,2,-1,2,23,3
2009,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,70,36,24,60,23,16,22,10
2009,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,70,11,18,29,-12,12,22,10
2009,TOR,Jamie,Lundmark,C,forwards,16,72,197,1981-01-16,Edmonton,CAN,Alberta,27,8,8,16,2,17,28,1
2009,TOR,Jamie,Lundmark,C,forwards,16,72,197,1981-01-16,Edmonton,CAN,Alberta,68,7,6,13,-12,56,28,1
2009,TOR,Jamal,Mayers,R,forwards,21,73,222,1974-10-24,Toronto,CAN,Ontario,71,7,9,16,-7,82,35,10
2009,TOR,Jamal,Mayers,R,forwards,21,73,222,1974-10-24,Toronto,CAN,Ontario,80,8,14,22,-19,89,35,10
2009,TOR,John,Mitchell,C,forwards,39,73,204,1985-01-22,Oakville,CAN,Ontario,76,12,17,29,-16,33,24,1
2009,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,82,1,4,5,-15,193,27,3
2009,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,53,2,1,3,-2,126,27,3
2009,TOR,Alexei,Ponikarovsky,L,forwards,23,76,225,1980-04-09,Kiev,UKR,NA,82,23,38,61,6,38,29,4
2009,TOR,Alexei,Ponikarovsky,L,forwards,23,76,225,1980-04-09,Kiev,UKR,NA,71,21,24,45,8,63,29,4
2009,TOR,Wayne,Primeau,C,forwards,18,76,225,1976-06-04,Scarborough,CAN,Ontario,24,0,4,4,-3,14,33,6
2009,TOR,Wayne,Primeau,C,forwards,18,76,225,1976-06-04,Scarborough,CAN,Ontario,78,10,12,22,-17,111,33,6
2009,TOR,Fredrik,Sjostrom,L,forwards,11,73,218,1983-05-06,Färgelanda,SWE,NA,79,7,6,13,-11,30,26,5
2009,TOR,Fredrik,Sjostrom,L,forwards,11,73,218,1983-05-06,Färgelanda,SWE,NA,78,9,9,18,-11,48,26,5
2009,TOR,Matt,Stajan,C,forwards,14,73,195,1983-12-19,Mississauga,CAN,Ontario,76,15,40,55,-4,54,26,12
2009,TOR,Matt,Stajan,C,forwards,14,73,195,1983-12-19,Mississauga,CAN,Ontario,82,10,29,39,3,44,26,12
2009,TOR,Lee,Stempniak,R,forwards,12,71,195,1983-02-04,West Seneca,USA,New York,75,14,30,44,-12,33,26,2
2009,TOR,Lee,Stempniak,R,forwards,12,71,195,1983-02-04,West Seneca,USA,New York,82,27,25,52,-2,33,26,2
2009,TOR,Jiri,Tlusty,L,forwards,11,72,205,1988-03-16,Slany,CZE,NA,14,0,4,4,0,0,21,3
2009,TOR,Francois,Beauchemin,D,defensemen,22,71,208,1980-06-04,Sorel,CAN,Quebec,20,4,1,5,-3,12,29,6
2009,TOR,Francois,Beauchemin,D,defensemen,22,71,208,1980-06-04,Sorel,CAN,Quebec,71,7,21,28,7,49,29,6
2009,TOR,Garnet,Exelby,D,defensemen,7,73,215,1981-08-16,Craik,CAN,Saskatchewan,59,0,7,7,-2,120,28,8
2009,TOR,Garnet,Exelby,D,defensemen,7,73,215,1981-08-16,Craik,CAN,Saskatchewan,58,2,8,10,2,56,28,8
2009,TOR,Jeff,Finger,D,defensemen,4,73,209,1979-12-18,Houghton,USA,Michigan,66,6,17,23,-7,43,30,12
2009,TOR,Jeff,Finger,D,defensemen,4,73,209,1979-12-18,Houghton,USA,Michigan,22,1,4,5,10,11,30,12
2009,TOR,Tomas,Kaberle,D,defensemen,15,73,212,1978-03-02,Rakovnik,CZE,NA,57,4,27,31,-8,8,31,3
2009,TOR,Tomas,Kaberle,D,defensemen,15,73,212,1978-03-02,Rakovnik,CZE,NA,74,11,47,58,3,20,31,3
2009,TOR,Mike,Komisarek,D,defensemen,8,76,235,1982-01-19,West Islip,USA,New York,66,2,9,11,0,121,27,1
2009,TOR,Mike,Komisarek,D,defensemen,8,76,235,1982-01-19,West Islip,USA,New York,82,4,15,19,7,96,27,1
2009,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,80,11,36,47,-11,100,24,4
2009,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,79,17,33,50,10,98,24,4
2009,TOR,Luke,Schenn,D,defensemen,2,74,225,1989-11-02,Saskatoon,CAN,Saskatchewan,70,2,12,14,-12,71,20,11
2009,TOR,Ian,White,D,defensemen,7,70,191,1984-06-04,Steinbach,CAN,Manitoba,71,10,16,26,6,57,25,6
2009,TOR,Ian,White,D,defensemen,7,70,191,1984-06-04,Steinbach,CAN,Manitoba,76,3,23,26,8,40,25,6
2010,TOR,Colby,Armstrong,R,forwards,9,74,185,1982-11-23,Lloydminster,CAN,Saskatchewan,79,15,14,29,6,61,28,11
2010,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,37,8,19,27,-5,6,24,3
2010,TOR,Tim,Brent,C,forwards,37,72,188,1984-03-10,Cambridge,CAN,Ontario,1,0,0,0,0,0,26,3
2010,TOR,Mike,Brown,R,forwards,18,71,205,1985-06-24,Chicago,USA,Illinois,75,6,1,7,1,106,25,6
2010,TOR,Luca,Caputi,L,forwards,33,75,200,1988-10-01,Toronto,CAN,Ontario,23,2,6,8,-1,12,22,10
2010,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,59,10,25,35,3,10,26,1
2010,TOR,Christian,Hanson,C,forwards,20,76,228,1986-03-10,Glens Falls,USA,New York,31,2,5,7,-2,16,24,3
2010,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,1,0,0,0,-1,0,20,10
2010,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,70,30,25,55,-8,21,23,10
2010,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,23,10,4,14,3,18,27,9
2010,TOR,Clarke,MacArthur,L,forwards,16,72,192,1985-04-06,Lloydminster,CAN,Alberta,81,16,19,35,-16,49,25,4
2010,TOR,John,Mitchell,C,forwards,39,73,204,1985-01-22,Oakville,CAN,Ontario,60,6,17,23,-7,31,25,1
2010,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,82,4,2,6,-4,239,28,3
2010,TOR,Jay,Rosehill,L,forwards,38,75,215,1985-07-16,Olds,CAN,Alberta,15,1,1,2,-2,67,25,7
2010,TOR,Fredrik,Sjostrom,L,forwards,11,73,218,1983-05-06,Färgelanda,SWE,NA,65,3,8,11,-2,12,27,5
2010,TOR,Kris,Versteeg,R,forwards,32,71,176,1986-05-13,Lethbridge,CAN,Alberta,79,20,24,44,8,35,24,5
2010,TOR,Francois,Beauchemin,D,defensemen,22,71,208,1980-06-04,Sorel,CAN,Quebec,82,5,21,26,-13,33,30,6
2010,TOR,Carl,Gunnarsson,D,defensemen,36,74,198,1986-11-09,Orebro,SWE,NA,43,3,12,15,8,10,24,11
2010,TOR,Tomas,Kaberle,D,defensemen,15,73,212,1978-03-02,Rakovnik,CZE,NA,82,7,42,49,-16,24,32,3
2010,TOR,Mike,Komisarek,D,defensemen,8,76,235,1982-01-19,West Islip,USA,New York,34,0,4,4,-9,40,28,1
2010,TOR,Matt,Lashoff,D,defensemen,29,74,204,1986-09-29,East Greenbush,USA,New York,5,0,0,0,-2,21,24,9
2010,TOR,Brett,Lebda,D,defensemen,23,69,195,1982-01-15,Buffalo Grove,USA,Illinois,63,1,7,8,-2,24,28,1
2010,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,81,12,20,32,1,83,25,4
2010,TOR,Luke,Schenn,D,defensemen,2,74,225,1989-11-02,Saskatoon,CAN,Saskatchewan,79,5,12,17,2,50,21,11
2011,TOR,Colby,Armstrong,R,forwards,9,74,185,1982-11-23,Lloydminster,CAN,Saskatchewan,50,8,15,23,-1,38,29,11
2011,TOR,Darryl,Boyce,L,forwards,47,72,200,1984-07-07,Summerside,CAN,Prince Edward Island,46,5,8,13,8,33,27,7
2011,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,82,15,17,32,-29,14,25,3
2011,TOR,Mike,Brown,R,forwards,18,71,205,1985-06-24,Chicago,USA,Illinois,50,3,5,8,1,69,26,6
2011,TOR,Joe,Colborne,C,forwards,22,77,221,1990-01-30,Calgary,CAN,Alberta,1,0,1,1,1,0,21,1
2011,TOR,Tim,Connolly,C,forwards,12,73,190,1981-05-07,Syracuse,USA,New York,68,13,29,42,-10,20,30,5
2011,TOR,Joey,Crabb,R,forwards,46,73,190,1983-04-03,Anchorage,USA,Alaska,48,3,12,15,-1,24,28,4
2011,TOR,Philippe,Dupuis,C,forwards,11,72,196,1985-04-24,Laval,CAN,Quebec,74,6,11,17,-4,40,26,4
2011,TOR,Matt,Frattin,R,forwards,39,72,205,1988-01-03,Edmonton,CAN,Alberta,1,0,0,0,-1,0,23,1
2011,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,81,29,29,58,14,60,27,1
2011,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,29,3,9,12,-3,8,21,10
2011,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,82,32,32,64,-20,24,24,10
2011,TOR,Matthew,Lombardi,C,forwards,15,71,195,1982-03-18,Montréal,CAN,Quebec,2,0,0,0,-1,0,29,3
2011,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,54,14,17,31,-11,33,28,9
2011,TOR,Clarke,MacArthur,L,forwards,16,72,192,1985-04-06,Lloydminster,CAN,Alberta,82,21,41,62,-3,37,26,4
2011,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,46,2,0,2,-1,128,29,3
2011,TOR,Jay,Rosehill,L,forwards,38,75,215,1985-07-16,Olds,CAN,Alberta,26,1,2,3,-6,71,26,7
2011,TOR,David,Steckel,C,forwards,20,78,215,1982-03-15,Milwaukee,USA,Wisconsin,75,6,6,12,-6,26,29,3
2011,TOR,Keith,Aulie,D,defensemen,59,78,222,1989-06-11,Rouleau,CAN,Saskatchewan,40,2,0,2,-1,32,22,6
2011,TOR,Cody,Franson,D,defensemen,4,77,224,1987-08-08,Sicamous,CAN,British Columbia,80,8,21,29,10,30,24,8
2011,TOR,Carl,Gunnarsson,D,defensemen,36,74,198,1986-11-09,Orebro,SWE,NA,68,4,16,20,-2,14,25,11
2011,TOR,Mike,Komisarek,D,defensemen,8,76,235,1982-01-19,West Islip,USA,New York,75,1,9,10,-8,86,29,1
2011,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,66,8,22,30,-2,88,26,4
2011,TOR,Luke,Schenn,D,defensemen,2,74,225,1989-11-02,Saskatoon,CAN,Saskatchewan,82,5,17,22,-7,34,22,11
2012,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,73,18,29,47,-7,22,26,3
2012,TOR,Mike,Brown,R,forwards,18,71,205,1985-06-24,Chicago,USA,Illinois,50,2,2,4,-8,74,27,6
2012,TOR,Joe,Colborne,C,forwards,22,77,221,1990-01-30,Calgary,CAN,Alberta,10,1,4,5,2,4,22,1
2012,TOR,Matt,Frattin,R,forwards,39,72,205,1988-01-03,Edmonton,CAN,Alberta,56,8,7,15,-4,25,24,1
2012,TOR,Mikhail,Grabovski,C,forwards,84,71,186,1984-01-31,Potsdam,DEU,NA,74,23,28,51,0,51,28,1
2012,TOR,Ryan,Hamilton,L,forwards,48,74,219,1985-04-15,Oshawa,CAN,Ontario,2,0,1,1,-1,2,27,4
2012,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,21,5,2,7,2,8,22,10
2012,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,82,37,45,82,-10,20,25,10
2012,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,66,25,42,67,1,48,29,9
2012,TOR,Clarke,MacArthur,L,forwards,16,72,192,1985-04-06,Lloydminster,CAN,Alberta,73,20,23,43,3,37,27,4
2012,TOR,Jay,McClement,C,forwards,11,73,205,1983-03-02,Kingston,CAN,Ontario,80,10,7,17,-8,31,29,3
2012,TOR,Frazer,McLaren,L,forwards,38,77,230,1987-10-29,Winnipeg,CAN,Manitoba,7,0,0,0,0,9,25,10
2012,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,5,1,0,1,1,5,30,3
2012,TOR,David,Steckel,C,forwards,20,78,215,1982-03-15,Milwaukee,USA,Wisconsin,76,8,5,13,-14,10,30,3
2012,TOR,Cody,Franson,D,defensemen,4,77,224,1987-08-08,Sicamous,CAN,British Columbia,57,5,16,21,-1,22,25,8
2012,TOR,Mark,Fraser,D,defensemen,2,76,220,1986-09-29,Ottawa,CAN,Ontario,4,0,0,0,-2,14,26,9
2012,TOR,Jake,Gardiner,D,defensemen,51,74,203,1990-07-04,Minnetonka,USA,Minnesota,75,7,23,30,-2,18,22,7
2012,TOR,Carl,Gunnarsson,D,defensemen,36,74,198,1986-11-09,Orebro,SWE,NA,76,4,15,19,-9,20,26,11
2012,TOR,Mike,Komisarek,D,defensemen,8,76,235,1982-01-19,West Islip,USA,New York,45,1,4,5,-13,41,30,1
2012,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,82,12,32,44,-10,92,27,4
2013,TOR,Dave,Bolland,C,forwards,63,72,184,1986-06-05,Mimico,CAN,Ontario,35,7,7,14,-7,22,27,6
2013,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,46,12,16,28,-1,6,27,3
2013,TOR,David,Clarkson,R,forwards,71,72,207,1984-03-31,Toronto,CAN,Ontario,48,15,9,24,-6,78,29,3
2013,TOR,Peter,Holland,C,forwards,24,74,193,1991-01-14,Toronto,CAN,Ontario,21,3,2,5,4,4,22,1
2013,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,48,18,26,44,15,23,23,10
2013,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,48,20,32,52,-3,18,26,10
2013,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,16,11,7,18,8,12,30,9
2013,TOR,Jay,McClement,C,forwards,11,73,205,1983-03-02,Kingston,CAN,Ontario,48,8,9,17,0,11,30,3
2013,TOR,Frazer,McLaren,L,forwards,38,77,230,1987-10-29,Winnipeg,CAN,Manitoba,36,3,2,5,0,102,26,10
2013,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,44,1,3,4,4,155,31,3
2013,TOR,Mason,Raymond,L,forwards,12,73,179,1985-09-17,Cochrane,CAN,Alberta,46,10,12,22,2,16,28,9
2013,TOR,Trevor,Smith,C,forwards,23,73,195,1985-02-08,Ottawa,CAN,Ontario,1,0,0,0,0,0,28,2
2013,TOR,Jerred,Smithson,C,forwards,22,75,209,1979-02-04,Vernon,CAN,British Columbia,45,3,3,6,-4,12,34,2
2013,TOR,Cody,Franson,D,defensemen,4,77,224,1987-08-08,Sicamous,CAN,British Columbia,45,4,25,29,4,8,26,8
2013,TOR,Mark,Fraser,D,defensemen,2,76,220,1986-09-29,Ottawa,CAN,Ontario,45,0,8,8,18,85,27,9
2013,TOR,Jake,Gardiner,D,defensemen,51,74,203,1990-07-04,Minnetonka,USA,Minnesota,12,0,4,4,0,0,23,7
2013,TOR,Tim,Gleason,D,defensemen,8,72,217,1983-01-29,Clawson,USA,Michigan,42,0,9,9,-3,40,30,1
2013,TOR,Carl,Gunnarsson,D,defensemen,36,74,198,1986-11-09,Orebro,SWE,NA,37,1,14,15,5,14,27,11
2013,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,48,9,19,28,-4,65,28,4
2014,TOR,Carter,Ashton,R,forwards,37,75,215,1991-04-01,Winnipeg,CAN,Manitoba,32,0,3,3,1,19,23,4
2014,TOR,Troy,Bodie,R,forwards,40,77,226,1985-01-25,Portage la Prairie,CAN,Manitoba,47,3,7,10,5,26,29,1
2014,TOR,David,Booth,L,forwards,20,72,212,1984-11-24,Detroit,USA,Michigan,66,9,10,19,1,18,30,11
2014,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,58,19,30,49,3,14,28,3
2014,TOR,David,Clarkson,R,forwards,71,72,207,1984-03-31,Toronto,CAN,Ontario,60,5,6,11,-14,93,30,3
2014,TOR,Matt,Frattin,R,forwards,39,72,205,1988-01-03,Edmonton,CAN,Alberta,44,2,5,7,-4,11,26,1
2014,TOR,Peter,Holland,C,forwards,24,74,193,1991-01-14,Toronto,CAN,Ontario,43,6,5,11,0,18,23,1
2014,TOR,Olli,Jokinen,C,forwards,11,74,210,1978-12-05,Kuopio,FIN,NA,82,18,25,43,-8,62,36,12
2014,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,78,20,30,50,-12,67,24,10
2014,TOR,Phil,Kessel,R,forwards,81,71,208,1987-10-02,Madison,USA,Wisconsin,82,37,43,80,-4,27,27,10
2014,TOR,Josh,Leivo,L,forwards,32,74,192,1993-05-26,Innisfil,CAN,Ontario,7,1,1,2,0,0,21,5
2014,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,69,22,22,44,-15,44,31,9
2014,TOR,Greg,McKegg,C,forwards,36,72,195,1992-06-17,St. Thomas,CAN,Ontario,1,0,0,0,0,0,22,6
2014,TOR,Colton,Orr,R,forwards,28,75,222,1982-03-03,Winnipeg,CAN,Manitoba,54,0,0,0,-3,110,32,3
2014,TOR,Richard,Panik,R,forwards,18,74,203,1991-02-07,Martin,SVK,NA,50,3,10,13,-9,21,23,2
2014,TOR,Mike,Santorelli,C,forwards,25,72,189,1985-12-14,Vancouver,CAN,British Columbia,49,10,18,28,9,6,29,12
2014,TOR,Zach,Sill,C,forwards,22,72,214,1988-05-24,Truro,CAN,Nova Scotia,20,0,0,0,-4,12,26,5
2014,TOR,Trevor,Smith,C,forwards,23,73,195,1985-02-08,Ottawa,CAN,Ontario,28,4,5,9,-3,4,29,2
2014,TOR,Daniel,Winnik,C,forwards,26,74,210,1985-03-06,Toronto,CAN,Ontario,76,6,24,30,6,23,29,3
2014,TOR,Eric,Brewer,D,defensemen,2,76,216,1979-04-17,Vernon,CAN,British Columbia,77,4,13,17,10,59,35,4
2014,TOR,Tim,Erixon,D,defensemen,33,74,200,1991-02-24,Port Chester,USA,New York,2,0,0,0,2,2,23,2
2014,TOR,Cody,Franson,D,defensemen,4,77,224,1987-08-08,Sicamous,CAN,British Columbia,79,5,28,33,-20,30,27,8
2014,TOR,Jake,Gardiner,D,defensemen,51,74,203,1990-07-04,Minnetonka,USA,Minnesota,80,10,21,31,-4,19,24,7
2014,TOR,Petter,Granberg,D,defensemen,8,75,200,1992-08-27,Gallivare,SWE,NA,1,0,0,0,0,0,22,8
2014,TOR,Dion,Phaneuf,D,defensemen,3,76,222,1985-04-10,Edmonton,CAN,Alberta,80,8,23,31,3,144,29,4
2014,TOR,Roman,Polak,D,defensemen,46,74,240,1986-04-28,Ostrava,CZE,NA,72,4,9,13,3,71,28,4
2014,TOR,Morgan,Rielly,D,defensemen,44,73,222,1994-03-09,Vancouver,CAN,British Columbia,73,2,25,27,-14,12,20,3
2014,TOR,Stephane,Robidas,D,defensemen,12,71,190,1977-03-03,Sherbrooke,CAN,Quebec,38,5,5,10,10,20,37,3
2015,TOR,Mark,Arcobello,R,forwards,33,68,174,1988-08-12,Milford,USA,Connecticut,77,17,14,31,-10,20,27,8
2015,TOR,Brad,Boyes,R,forwards,28,72,199,1982-04-17,Mississauga,CAN,Ontario,78,14,24,38,11,20,33,4
2015,TOR,Tyler,Bozak,C,forwards,42,73,187,1986-03-19,Regina,CAN,Saskatchewan,82,23,26,49,-34,44,29,3
2015,TOR,Sam,Carrick,C,forwards,53,72,200,1992-02-04,Markham,CAN,Ontario,16,1,1,2,1,9,23,2
2015,TOR,Rich,Clune,L,forwards,39,71,211,1987-04-25,Toronto,CAN,Ontario,1,0,0,0,0,0,28,4
2015,TOR,Michael,Grabner,R,forwards,40,73,188,1987-10-05,Villach,AUT,NA,34,8,5,13,4,4,28,10
2015,TOR,Colin,Greening,C,forwards,38,74,210,1986-03-09,St. John's,CAN,Newfoundland and Labrador,26,1,0,1,-5,29,29,3
2015,TOR,Peter,Holland,C,forwards,24,74,193,1991-01-14,Toronto,CAN,Ontario,62,11,14,25,0,31,24,1
2015,TOR,Nazem,Kadri,C,forwards,43,72,185,1990-10-06,London,CAN,Ontario,73,18,21,39,-7,28,25,10
2015,TOR,Leo,Komarov,C,forwards,47,71,205,1987-01-23,Narva,EST,NA,62,8,18,26,0,18,28,1
2015,TOR,Brooks,Laich,C,forwards,23,74,200,1983-06-23,Wawota,CAN,Saskatchewan,66,7,13,20,-2,24,32,6
2015,TOR,Josh,Leivo,L,forwards,32,74,192,1993-05-26,Innisfil,CAN,Ontario,9,1,0,1,-1,4,22,5
2015,TOR,Joffrey,Lupul,L,forwards,19,73,206,1983-09-23,Fort Saskatchewan,CAN,Alberta,55,10,11,21,-10,26,32,9
2015,TOR,Shawn,Matthias,C,forwards,23,76,231,1988-02-19,Mississauga,CAN,Ontario,78,18,9,27,-3,16,27,2
2015,TOR,Milan,Michalek,L,forwards,18,74,225,1984-12-07,Jindrichuv Hradec,CZE,NA,66,13,21,34,3,33,31,12
2015,TOR,Ben,Smith,R,forwards,18,71,203,1988-07-11,Winston-Salem,USA,North Carolina,80,7,7,14,2,2,27,7
2015,TOR,Nick,Spaling,C,forwards,16,73,198,1988-09-19,Palmerston,CAN,Ontario,82,9,18,27,-2,26,27,9
2015,TOR,Daniel,Winnik,C,forwards,26,74,210,1985-03-06,Toronto,CAN,Ontario,79,9,25,34,23,27,30,3
2015,TOR,Andrew,Campbell,D,defensemen,48,76,205,1988-02-04,Caledonia,CAN,Ontario,33,0,1,1,-13,10,27,2
2015,TOR,Frank,Corrado,D,defensemen,20,72,205,1993-03-26,Toronto,CAN,Ontario,10,1,0,1,-7,0,22,3
2015,TOR,Jake,Gardiner,D,defensemen,51,74,203,1990-07-04,Minnetonka,USA,Minnesota,79,4,20,24,-23,24,25,7
